wOBA,Def,ISO+,wSB
0.52,-18.1,300,-19.3
0.493,-125.1,228,-1.6
0.481,73.9,211,-1.4
0.477,-90.7,228,-27.2
0.46,-54.2,216,-18.6
0.453,-42.5,223,-2.3
0.448,-95.6,164,0
0.447,-11.7,156,1.9
0.439,32.3,196,-0.5
0.435,-77.6,173,6
0.435,67.6,206,41.8
0.433,-58.2,210,2.7
0.432,-31.9,127,-7.1
0.43,-42.2,196,12.5
0.429,-27.8,190,-7.5
0.428,-6.1,199,-2.4
0.428,-78.1,194,21.8
0.427,-105.3,200,5.3
0.426,-49.7,143,6
0.421,-67.4,191,7.8
0.419,17.6,173,20.9
0.418,-276.6,170,-9.5
0.417,-56.9,163,-14.4
0.416,-267.4,165,-5.2
0.416,-79.9,162,-2
0.415,-138.5,217,-2.5
0.415,5.3,85,8.7
0.414,-72.9,188,-10.9
0.413,42.7,125,-8.5
0.412,-31.4,131,1.8
0.412,3.5,166,13.3
0.411,-54.2,169,-11.8
0.411,-108.4,181,13.4
0.41,-8.2,158,-10.4
0.41,-92.4,170,16.7
0.41,-26,142,-0.4
0.409,170.1,186,32.9
0.407,4.1,133,7.8
0.407,-18.9,147,2.1
0.406,93.7,116,29.7
0.406,-200,174,-7.7
0.405,-82.1,157,6
0.405,-133.5,132,-3.9
0.405,-97.7,137,-9.3
0.405,-48.8,114,8.2
0.405,105.1,122,-8.1
0.404,-0.4,140,-6.1
0.404,-45.7,168,3.6
0.404,-43.6,135,3.7
0.404,-131.5,182,15.5
0.403,-39.8,190,8.9
0.403,-78.4,118,15.8
0.403,-61.2,187,24.9
0.403,-48.7,180,-9.7
0.402,-43.2,147,-1.3
0.402,-51.2,169,10.1
0.402,-80,165,-6.8
0.402,-40.8,127,-9.4
0.402,-21.9,140,-1.3
0.401,-23.6,167,-2.6
0.4,-110,151,-6.9
0.4,-152.2,199,9.3
0.4,-119.4,138,-2.7
0.399,-35.2,142,-5.3
0.399,-28.5,130,0.5
0.399,-4.3,172,4
0.399,-32.5,112,-0.6
0.399,109.9,120,19.9
0.398,8.5,141,0.7
0.398,-30.1,142,-5.7
0.397,-35.3,141,6.2
0.397,0.8,163,-2.7
0.396,-145.5,176,-0.3
0.396,7,162,-2.4
0.396,-16.2,134,0.3
0.396,72.7,132,-8
0.395,69,160,28.4
0.395,150.7,209,-0.7
0.395,-27.7,110,-13
0.394,-17.9,136,-1.2
0.394,-58,118,-5
0.394,-18.9,132,-0.1
0.394,-223.6,150,-3.6
0.394,4.8,161,-2.1
0.393,-7.4,184,5.6
0.393,-70.3,112,13
0.393,-35.3,160,5
0.393,-154.4,156,7.7
0.393,140.7,127,-17.5
0.393,-18.9,130,6
0.393,-45.1,124,54.1
0.392,-15.5,167,1.1
0.392,-247.7,170,-5.3
0.391,-300.9,145,4
0.391,-209.1,164,-2.4
0.39,-50.4,86,-0.4
0.39,32.7,150,-6.2
0.39,-32,176,-5.7
0.39,-115,147,-7.2
0.39,-33.7,137,-0.9
0.39,-22,97,-3.7
0.39,-12.9,145,1
0.389,-75.1,120,-2.8
0.389,11.1,124,4.8
0.389,65.9,159,2.7
0.389,62.8,167,3.6
0.389,-13.6,170,-0.6
0.389,-174.5,140,-8.7
0.389,-158.9,191,-0.1
0.388,-39.2,138,2.9
0.388,-4,154,5.5
0.388,-206.6,192,-0.4
0.388,-80.8,129,0.4
0.387,19.4,129,-8
0.387,-185,199,-0.8
0.387,-67.4,143,7.1
0.387,49,137,-8.1
0.387,-11,121,-4.2
0.387,-1.1,136,15.1
0.387,-50.2,176,2.5
0.387,-136.5,147,-1.8
0.386,-47.8,139,2.6
0.386,-36.5,151,2.1
0.386,-2.1,155,2.1
0.386,-20.2,129,5.4
0.386,-45.8,157,-9
0.385,-90.9,143,9.9
0.385,82.7,155,1.3
0.385,-156.7,154,-0.8
0.385,73.3,149,-9.8
0.385,-26.9,166,2.2
0.384,-39.6,164,5.7
0.384,25.5,105,0.2
0.384,-28.4,172,3
0.384,-71.5,124,8.3
0.384,-22.4,120,-10.7
0.384,-11.5,127,1.5
0.383,-49.8,113,3.6
0.383,24.2,124,2.1
0.383,-139.9,136,-9
0.383,-14.6,129,-2.4
0.383,-18.2,138,1.4
0.383,-101,135,0.1
0.383,-186.3,155,-3
0.383,-43.2,115,-3.3
0.383,-138.5,173,-3.2
0.382,87,76,-13.2
0.382,-47.7,122,-5.3
0.382,-21,140,-7.2
0.382,-22.8,131,-5.5
0.382,-30.6,117,21
0.382,-72.9,165,-0.4
0.381,-115.9,137,-8.1
0.381,32.5,50,6.5
0.381,105.8,81,-12.2
0.381,11.2,141,0.7
0.381,-51.2,148,0.2
0.381,-63.8,147,5.8
0.38,-52.8,148,-8.9
0.38,-4.8,118,1.8
0.38,-6.2,155,-6.1
0.38,116,143,-18.3
0.38,-31.9,93,0.4
0.38,-18.8,127,9.2
0.38,-34.5,175,-1.7
0.38,-82.6,175,-7.5
0.38,21.9,108,-4.4
0.38,-145.4,149,0.7
0.38,-74.4,164,2.7
0.379,6.8,103,-4.7
0.379,209.5,159,-9.3
0.379,-32.5,123,-1.9
0.379,-107.5,133,-4.6
0.379,-37.5,107,-3.8
0.379,-46.1,141,-6.7
0.379,-23.3,113,1.9
0.379,-132.6,150,13.6
0.379,25.5,165,-2.5
0.379,-24.9,130,-3.1
0.379,-79.2,147,0
0.379,-202.8,157,-6.2
0.378,-58.7,148,3.9
0.378,-50.8,109,-13.4
0.378,-82.4,107,-0.5
0.378,-64.9,136,-7
0.378,33.6,137,7.5
0.378,-51.5,135,4.1
0.378,-24.5,163,-2.3
0.378,-55.9,112,-6.4
0.378,178.6,70,-14.5
0.378,25.2,131,-1.3
0.378,-141.3,114,21
0.377,83.5,153,-4.6
0.377,-101.9,137,3.1
0.377,-172.2,143,-6.4
0.377,27.6,128,2.5
0.377,-45.3,111,-4.5
0.377,-76.6,125,-12.9
0.377,85.5,84,-8.4
0.377,-135.7,163,-10
0.377,-18.1,126,9.6
0.377,27.1,99,-6
0.376,50.2,131,13.2
0.376,26.7,136,-1.2
0.376,-71,142,-2.5
0.376,-34.5,145,1.2
0.376,-26.1,93,2.7
0.376,-181.2,160,2.1
0.376,15.8,111,3.6
0.376,-68.1,171,-1.6
0.376,18.8,128,4.5
0.376,-83.5,148,-3.3
0.375,-17.5,82,-3.2
0.375,-57.5,103,-3.2
0.375,-31.1,112,7.8
0.375,-1.8,127,-4.2
0.375,-106.3,155,-2.1
0.375,-17.9,132,3.8
0.375,-165.4,169,2.7
0.375,5.1,97,2.4
0.375,-2.2,130,0.9
0.375,-121.1,121,-5.7
0.375,-0.5,138,-6.7
0.375,-3.7,134,-1.9
0.375,16.3,85,28.3
0.375,-68.6,151,-9
0.375,0.5,116,5.5
0.375,212.5,102,-12.1
0.374,-185,180,2.9
0.374,-32.1,149,-7.1
0.374,-120,143,-3.7
0.374,-10.2,138,1.2
0.374,-14.8,112,1.2
0.374,-34,123,-7.1
0.374,-205.4,175,0.1
0.374,-48.3,160,1.2
0.374,-22.8,91,4.7
0.374,-29.2,139,-0.9
0.374,-12.6,105,-5.6
0.374,-28.5,131,-1
0.373,-54.4,126,-1.1
0.373,-201.3,160,-3.5
0.373,-1,125,7.3
0.373,-35.9,154,-0.8
0.373,-73.7,153,0.2
0.373,-38.5,76,-17.3
0.373,-69.2,109,-2.3
0.373,-38.5,148,-0.3
0.373,5.2,155,-7.7
0.373,21.8,129,-3.1
0.373,-54.8,88,-8.6
0.373,32.6,145,0.5
0.373,-35.4,161,-3.9
0.373,-143,113,-8.9
0.372,-56.1,99,142.7
0.372,-53.2,152,-7.3
0.372,-24.6,139,-6
0.372,14,125,79
0.372,62.2,80,-20.5
0.372,-39.9,87,-8.9
0.372,-135.6,138,-0.7
0.372,-81.2,186,2.6
0.372,-82.7,112,-8.8
0.372,207.4,99,56.3
0.372,-42.4,109,-15.9
0.371,-69.9,109,14
0.371,-84.4,154,-2.5
0.371,-183.7,121,-7.8
0.371,-116.3,142,-0.8
0.371,-51.5,86,-5.5
0.371,-87.1,144,-4.6
0.371,-15.7,125,-3.3
0.371,-41.8,162,-3.9
0.371,-142.1,160,-9
0.371,64.5,66,-9.4
0.371,-111.7,130,-3.6
0.371,-35.8,137,10.8
0.371,-98.5,146,-2.9
0.371,73.6,64,6
0.371,-40.8,99,-8.3
0.371,60.2,96,0
0.37,-139,153,0.4
0.37,-8.1,167,0.6
0.37,-53.9,107,-5.9
0.37,-36.7,158,2.4
0.37,109.7,151,-1
0.37,-29.3,130,-0.6
0.37,-35.4,122,-4.5
0.37,-97.8,108,10.1
0.37,-48.7,110,-10.3
0.37,-92.2,86,11.3
0.37,-14,138,2.8
0.37,-39,115,3.7
0.369,-128.8,133,-2.8
0.369,-35.4,82,1.3
0.369,-122.1,156,-2.3
0.369,-34.1,110,14.2
0.369,-23.8,124,0.2
0.369,-20.6,130,-0.8
0.369,23.2,86,-1.8
0.369,-28.8,160,0
0.369,21,99,-1.9
0.369,-2.9,126,-5.6
0.369,-39.7,83,1.7
0.369,-23.6,106,3.4
0.369,-35.1,160,-0.7
0.368,30.9,120,-1.9
0.368,-34.6,162,28.9
0.368,-35.1,148,0.2
0.368,50.4,101,-0.6
0.368,97.3,134,-6.1
0.368,180.3,130,0
0.368,46.8,138,-2.1
0.368,-96.2,154,41.1
0.368,-25.5,139,-0.9
0.367,-158.3,155,-1.8
0.367,-23.2,112,12
0.367,4.1,136,3.3
0.367,-18.2,111,1.8
0.367,10.3,96,-16.8
0.367,12.9,126,-7.3
0.367,-29.8,102,23.2
0.367,79.8,151,-5.5
0.367,1.2,132,-8.9
0.367,-73.2,178,-4.6
0.367,-252.8,160,-2.6
0.367,69.5,146,-5.4
0.367,-62.8,123,8.5
0.367,-7.9,95,-11.5
0.367,-7.8,96,55.5
0.367,-66.5,127,-0.2
0.366,17.2,71,1.1
0.366,-27.1,122,3.4
0.366,-43,125,27.6
0.366,-104.8,123,-6.8
0.366,-28.4,113,-5.7
0.366,12.1,112,-0.5
0.366,-9.1,104,-2.4
0.366,-15.2,136,-5.4
0.366,19.4,96,15.7
0.366,-49.2,125,1.8
0.366,-41.3,143,0.6
0.366,-106.5,117,-1.3
0.366,-23.5,136,-1.6
0.366,-33.7,128,-2.4
0.365,-121.9,135,3.9
0.365,84.4,119,2.4
0.365,0.3,111,-5.8
0.365,-25.2,101,-12.7
0.365,-11.5,142,7.8
0.365,-101.2,142,-3.4
0.365,2.4,113,0.3
0.365,-5,136,2.4
0.365,-40.4,150,-1.7
0.365,-13.5,99,8
0.365,-52.2,96,-4.5
0.365,35.5,144,2.9
0.365,-49,119,3.5
0.365,-153.1,145,-9.9
0.365,-117.4,154,-1.9
0.365,-39,148,-2.2
0.365,-146,138,3.4
0.365,50.2,76,-11.7
0.365,-48,135,-1.2
0.365,-20.4,146,-3.4
0.365,-54.1,124,-9.3
0.365,50.2,120,-0.6
0.365,-19.5,133,1.7
0.364,-60,137,-1.3
0.364,-100.9,137,-2.9
0.364,-39.3,81,-8.1
0.364,-9.2,172,3.4
0.364,-71.4,122,0.2
0.364,-82.8,171,2.6
0.364,-25.5,102,1.7
0.364,-55.5,125,12.4
0.364,-67.3,133,-5.8
0.364,29.6,112,11.3
0.364,-16.4,148,-0.3
0.364,-13.8,124,-13.2
0.364,-41.5,119,0.8
0.364,19.3,87,5.2
0.364,-39.6,102,-1.7
0.364,-62.7,95,-7.5
0.364,-38.9,113,-2.9
0.364,-9.8,122,-4
0.364,79.4,128,0
0.364,-22.7,139,0.6
0.364,-144.8,129,8.4
0.364,-18.9,91,-3.1
0.364,-243.9,145,5.9
0.364,-123.6,126,-6.4
0.364,-11.8,113,-1.4
0.363,-78.6,106,-6.2
0.363,-25.3,84,-9.6
0.363,-8.2,122,3.1
0.363,-0.5,121,2.5
0.363,-18.3,72,-1.5
0.363,-21,134,-6.8
0.363,24.4,114,-10.1
0.363,-56.4,148,-8.3
0.363,-130.3,152,-4
0.363,-123.4,156,-2.8
0.363,59.2,82,-16.4
0.363,45.7,116,-9.5
0.363,-118.9,134,8.6
0.363,-15.7,108,-8.1
0.362,-99.9,144,-2.6
0.362,-141,116,-6.8
0.362,47.5,145,5.6
0.362,-170.4,148,0.8
0.362,-56,102,-1.2
0.362,-78.7,124,-3.1
0.362,-130.4,150,-3.9
0.362,-102.4,147,-4.5
0.362,-63.8,152,9.9
0.362,-158.8,122,-4
0.362,25.4,88,-3.1
0.362,-91.7,91,-7.5
0.362,-24.3,106,-6.4
0.362,-19.8,103,-6
0.362,31.4,88,-4.7
0.362,59.5,51,15.8
0.362,17.8,110,22.2
0.362,161.4,169,-1
0.361,-133.5,151,-4.5
0.361,20.4,104,3.1
0.361,-12.2,157,2.7
0.361,-114.4,101,46.6
0.361,-0.2,151,1.7
0.361,-211.7,132,-4.4
0.361,-9.8,94,-0.7
0.361,-181.2,127,8.4
0.361,-1.3,141,-2.5
0.361,37.6,99,-3.9
0.361,134.1,125,-10.2
0.361,-75.9,117,-2.7
0.361,-6.7,108,4
0.361,-5,109,0
0.361,-4,133,0.2
0.361,-132.8,147,-12.9
0.361,-82.2,152,-3
0.361,32.3,131,13.8
0.361,-109.6,97,101.3
0.361,117.4,91,9.6
0.361,-19,101,-17.6
0.361,-144.3,165,-3.6
0.361,-18.7,116,9.9
0.361,-80.6,157,-3.3
0.36,-10.8,105,2.8
0.36,-20.4,97,-6.3
0.36,-138.7,135,-2.4
0.36,-39.7,166,-0.8
0.36,-19.8,82,24.6
0.36,5.1,98,1.2
0.36,-79.2,128,-3.4
0.36,-117,109,3.2
0.36,0.1,120,-11.9
0.36,-17.2,149,-1
0.36,-5.1,136,2.9
0.36,-161.8,137,-16
0.36,2.3,117,3.2
0.36,-60.7,78,-7.1
0.36,-48.4,117,2.8
0.36,-18.9,118,-5.6
0.36,-27.3,133,-9.4
0.36,-136.1,158,-2.9
0.36,-25,150,-0.3
0.36,-96.2,79,-9.1
0.36,132.5,103,41.5
0.36,-103.4,126,9.7
0.36,65.7,135,-8.2
0.36,17.6,126,-4.7
0.36,-100.3,118,-8.6
0.359,-76.9,142,-0.9
0.359,-66,152,-1.6
0.359,-38.2,126,11.3
0.359,-86.3,136,-0.5
0.359,-165.5,132,-1.2
0.359,15.8,95,46
0.359,-156.6,136,-1.3
0.359,-19.2,140,7.3
0.359,48,163,-7.1
0.359,-105.8,128,-7.4
0.359,-22.1,143,0.5
0.359,-11.5,122,3.3
0.359,4.4,117,-0.5
0.359,-174.7,133,-5.9
0.359,-120.5,152,-0.5
0.359,2.9,118,-0.2
0.358,32.4,84,-3.8
0.358,57.7,92,-2.4
0.358,-8.4,96,-2.2
0.358,-22.1,113,4.1
0.358,-77.7,141,24.1
0.358,-43.1,134,-4.2
0.358,-66.2,145,3.3
0.358,-188.8,128,-7.7
0.358,-61.5,139,-1.8
0.358,-84.5,115,-1.1
0.358,23.8,133,1
0.358,-95,110,-0.2
0.358,217.2,101,-3.7
0.358,-20.2,64,6.8
0.358,-41.5,116,1.4
0.358,4.3,130,36.7
0.358,107.1,112,-4.4
0.358,-235.7,123,-8.8
0.357,-29.3,104,1.5
0.357,15.1,141,10.3
0.357,-43.2,112,4.3
0.357,-60.9,128,-0.7
0.357,6.5,141,-1.5
0.357,-38.7,101,4.5
0.357,-95.9,103,-5.7
0.357,35,81,3.4
0.357,-31.1,102,17.7
0.357,78.1,104,0
0.357,73.8,112,-1.8
0.357,-64.1,108,-7.2
0.357,-32.1,89,8.4
0.357,-192.1,144,-4.7
0.357,1.2,136,2
0.357,-62.2,103,-1.1
0.357,-10,111,3
0.357,-11.7,93,-16
0.357,-76.2,161,3.9
0.357,-36.8,95,13.2
0.357,-8.2,132,-6.1
0.357,-15.9,79,-3.9
0.357,42.6,133,-5.6
0.357,-158.5,115,-4.1
0.356,93.8,85,-9.2
0.356,63.3,126,-18.6
0.356,-75.1,148,-0.7
0.356,117.2,121,16.3
0.356,-68.3,111,-1.7
0.356,7.2,81,-1.2
0.356,21.3,121,1.2
0.356,-38.9,122,12.1
0.356,46.5,149,-5.8
0.356,-15,128,1.3
0.355,105.7,125,-6
0.355,-42.4,136,-1.4
0.355,-116.6,106,2.5
0.355,-31.3,87,-5.9
0.355,-25.5,117,-3.1
0.355,-13.5,142,-6.7
0.355,55,98,26.5
0.355,-84.8,98,4.9
0.355,-6.5,144,3.5
0.355,-8.1,116,-1.3
0.355,-30.5,126,-4
0.355,-82.3,147,-6
0.355,-85.2,148,-3.9
0.355,-15.9,93,-1.3
0.355,49.8,130,2.5
0.355,-11.3,101,-4.1
0.355,52.7,94,10.1
0.355,-78.2,116,-9.9
0.355,-16.3,134,2.1
0.354,-48.3,124,-0.1
0.354,44.5,99,8.6
0.354,-172,127,-12.9
0.354,-10.3,132,-4
0.354,-9.4,78,1.6
0.354,-13.2,117,1
0.354,6.6,109,-2.7
0.354,15.5,130,-0.8
0.354,-143,86,-13.7
0.354,-33.8,112,-4.8
0.354,-159.3,143,-14.3
0.354,-35.3,154,-5.8
0.354,-67.9,160,-3.5
0.354,18.2,89,-6
0.354,55.3,128,-7.4
0.354,-55.1,125,-2.8
0.354,-87.5,124,-6.3
0.354,-42.5,148,0.7
0.354,133.2,145,2.5
0.354,-44.3,140,-10.7
0.354,-35.6,150,-0.9
0.354,3.7,82,-1.7
0.354,-146.6,104,7.2
0.354,-162,134,-3.8
0.354,-93.2,112,-5.3
0.354,-40.3,68,1
0.354,-38.2,117,-5.4
0.354,-100.9,112,-5.6
0.353,-216,122,-0.5
0.353,41,133,-1.1
0.353,52.7,65,-12.6
0.353,-1.5,90,-2
0.353,-142.2,110,-4.2
0.353,147.3,75,5.1
0.353,-117.2,105,-7.1
0.353,-23.8,130,-1.2
0.353,-13,76,0.2
0.353,-95.1,129,-7.3
0.353,-112,128,-1.2
0.353,-50.7,129,-6.6
0.353,-75.8,88,-1.1
0.353,-82.8,114,-0.3
0.353,-57.8,108,-4.2
0.353,-3.2,134,-0.9
0.353,-7.8,73,4.5
0.353,-19.6,94,15.1
0.353,-42.2,93,-5.1
0.353,-10.3,86,0.4
0.353,127.1,109,-2.7
0.353,104.3,152,-6.9
0.353,-50.4,128,42.3
0.353,-30,106,-2.2
0.352,-60.9,104,-5.8
0.352,-135,118,-6.8
0.352,22.2,83,-4.4
0.352,0.6,138,-4.9
0.352,-21.3,124,-1.9
0.352,37.2,80,-1.8
0.352,-39.8,124,-0.9
0.352,29.3,74,30.7
0.352,-23,99,28.5
0.352,-24.3,101,-3.9
0.352,6.1,86,-11.5
0.352,-51.5,143,-1.6
0.352,-21.9,85,-6.2
0.352,-9.8,136,-2.3
0.352,278.8,143,2.5
0.352,107.3,91,3.3
0.352,-60.9,133,2.6
0.352,-22.6,125,-3
0.352,-20.8,149,-3.7
0.352,-94,137,-3.4
0.352,-56,133,-3.2
0.352,3.6,78,-2.3
0.352,-5.4,102,-17.6
0.352,-10.5,106,-1.4
0.352,139.4,78,54.1
0.352,-27.6,132,1.1
0.351,169.6,114,-12
0.351,-45.5,104,-0.9
0.351,103.9,128,23.9
0.351,-30.9,148,5.9
0.351,-111.3,124,1.2
0.351,-54.6,109,-1.7
0.351,226.8,117,9.9
0.351,105,81,-4.3
0.351,-33.6,131,-0.5
0.351,-35.9,75,-5.7
0.351,13.5,61,-1.4
0.351,13.8,121,2.3
0.351,-18.3,135,2.4
0.351,-5.2,138,-1.3
0.351,-117.4,159,-1.3
0.351,-157.7,147,-8.5
0.351,-50.4,132,-0.4
0.351,95.9,98,3.6
0.351,-14.4,75,7.4
0.351,-83.8,103,-6.7
0.35,135.5,124,3.5
0.35,-33.2,167,-0.7
0.35,-75.7,151,-0.7
0.35,-83.2,134,0.7
0.35,12.2,73,11
0.35,30.4,77,8.4
0.35,218.4,122,0.3
0.35,-74.7,127,-3.9
0.35,-129.9,129,6.4
0.35,-70.6,121,0.9
0.35,-137.8,149,-6.9
0.35,4.5,125,-3.3
0.35,-71.6,89,-3.9
0.35,-125,97,-5.1
0.35,-18.3,145,-1.5
0.35,34.9,89,-2.4
0.35,-58.6,111,20.2
0.35,-14.3,106,4.9
0.35,15.5,123,6
0.35,19.3,129,23.8
0.35,-33,97,1.4
0.35,-15.5,132,-0.2
0.35,-111.4,133,1
0.35,-66.1,96,-3.9
0.35,-82.8,127,-2.8
0.35,-11.8,157,18.8
0.35,79.4,126,-1.8
0.35,-63.8,108,-3.4
0.35,-32,122,-1.3
0.35,241.7,81,30
0.35,-29.2,99,-4.6
0.349,13.8,124,10.6
0.349,-64.9,135,-4.1
0.349,-137.9,132,3.2
0.349,-13,69,-0.3
0.349,-19.9,119,-1
0.349,-9.4,63,-3.7
0.349,-61.8,123,0.2
0.349,-28.6,100,-0.4
0.349,183,128,-3.6
0.349,-58.6,90,-1.2
0.349,-13.7,68,-1.6
0.349,-24.4,102,-3.9
0.349,104.8,73,9.4
0.349,-120.2,119,2
0.349,128.6,102,-4.5
0.349,49.5,130,0.8
0.349,-42.5,106,11.3
0.349,39.9,103,1.6
0.349,-49.3,134,5.2
0.349,-88.4,144,-2.7
0.348,-28.4,145,-0.2
0.348,-69.6,129,-8.3
0.348,39.8,101,3.9
0.348,-13.2,76,-5.2
0.348,26.3,115,-4.9
0.348,-113.3,92,3.8
0.348,147.1,89,17.2
0.348,-9.9,126,-2.1
0.348,-48.6,132,-2.1
0.348,-15.4,115,-0.9
0.348,88,107,-0.5
0.348,-35.9,111,-2.3
0.348,21.7,133,5.3
0.348,-20.6,127,-0.3
0.348,-31,146,18.8
0.348,-65.3,159,0
0.348,-60.6,82,10.3
0.348,-14.4,114,15
0.348,-21.6,129,7.2
0.348,-10.2,164,0.4
0.348,38.8,88,-0.8
0.348,-46.5,99,-1.6
0.348,-79.7,142,3
0.348,26.3,95,1.1
0.348,-4.9,79,-0.9
0.348,-55.1,79,12.2
0.348,-67.1,134,-2.7
0.347,-37.9,129,-1.4
0.347,-59.3,82,6.9
0.347,-31.5,101,-2
0.347,10,88,-1.4
0.347,13.8,98,6.9
0.347,-36.5,139,-0.6
0.347,-32.5,103,12.2
0.347,-42.2,158,0.3
0.347,120.5,94,17.9
0.347,-29.2,110,-3.5
0.347,33,100,-1.9
0.347,-27.3,92,10.6
0.347,-26.6,123,-1.4
0.347,-233.5,135,10.3
0.347,-54,109,4.3
0.347,32.7,85,-13.1
0.347,92.5,116,6.5
0.347,-167.5,119,-3.3
0.347,-14,72,11.4
0.347,28.1,120,-7.6
0.347,-101.2,131,-3.1
0.347,-51,148,-2
0.347,-47.5,95,6.8
0.347,-4.6,138,4.6
0.347,22.8,107,-7.1
0.347,-18.9,165,-0.2
0.346,-96.9,132,-5
0.346,9.2,100,-7.4
0.346,-76.9,137,-9.7
0.346,-26.8,174,-3.4
0.346,70.4,127,-0.3
0.346,-50.5,83,-4.1
0.346,-46.8,118,-2.7
0.346,-35.2,139,-2.1
0.346,-17.1,106,-12.5
0.346,-40.1,120,-2.3
0.346,-41.5,128,0.2
0.346,13.7,115,-4.3
0.346,90.5,121,-1.8
0.346,-25.9,129,-2.1
0.346,22.7,114,-1.9
0.346,-14.2,64,9.7
