wOBA,Def,ISO+,wSB
0.346,-14.5,110,0.3
0.346,-59.7,123,-0.2
0.346,-7.2,98,5.7
0.346,-19.7,110,-0.4
0.346,310.1,119,-11
0.346,122.8,104,3.3
0.346,31.4,136,0.7
0.346,-3.3,112,-2.5
0.346,-33.9,153,-1.4
0.345,-39.3,90,1.4
0.345,2.6,103,-0.2
0.345,-19.9,114,12.7
0.345,-0.7,103,-1
0.345,-144.4,99,-5
0.345,-31.4,91,-0.7
0.345,-111.8,112,-2.6
0.345,-75.6,107,-4.7
0.345,-138.9,118,-6.2
0.345,-13.9,106,2.8
0.345,-13.4,87,0
0.345,-73.2,118,-5.6
0.345,-22.5,131,0.7
0.345,-31.3,113,-1.2
0.345,109.9,150,-4.3
0.345,-22.5,121,0.1
0.345,-17.4,65,-8
0.345,-58.3,120,34.5
0.345,-103.2,144,-3.7
0.345,-10,103,-13
0.345,3.4,119,0.3
0.345,-37.5,71,-0.6
0.345,-62.5,97,10.6
0.345,-75.6,123,-6.8
0.345,-23.1,74,-1.4
0.345,-21.1,108,-0.7
0.345,33.6,97,-2.7
0.345,-5.6,86,-0.2
0.345,18.6,83,-1.1
0.345,-51,87,-9.1
0.345,-28.5,130,-1.5
0.344,-8.1,107,-0.4
0.344,-12.5,121,-0.1
0.344,-41.5,127,-5.7
0.344,-37.1,98,0.3
0.344,-117.8,110,-2.9
0.344,-73.6,165,-0.4
0.344,-32.2,89,-11.2
0.344,8.3,153,14
0.344,5,118,1.9
0.344,48.7,86,2.7
0.344,95.9,131,-1.2
0.344,-7.1,89,4.3
0.344,3.4,101,22
0.344,31.2,90,-9.5
0.344,-66.7,91,-1.1
0.344,-124.7,99,-6.7
0.344,-38,104,3.4
0.344,58.9,110,1.6
0.344,-76.5,63,6.1
0.344,-25.1,135,-0.5
0.344,-23.9,75,-11
0.344,29.4,84,-1.6
0.344,-89.4,149,14
0.344,2.6,80,-5.7
0.344,-67.6,89,7.2
0.344,16.3,91,0.1
0.344,-73,93,33.2
0.344,-11.3,108,10.4
0.344,4.1,102,-2.2
0.344,320,106,-4.4
0.344,-1.6,93,5.8
0.344,-174.9,124,-6.1
0.344,19.3,103,14.2
0.344,-85.4,101,1.2
0.343,-16.8,120,-2.9
0.343,-57.1,117,-3.8
0.343,-120.6,137,-5.9
0.343,-27.4,120,-8.8
0.343,-20,125,-9.7
0.343,-17.4,100,-1.1
0.343,-4.3,105,4.8
0.343,-63.2,170,-9.2
0.343,-52.5,102,-1.7
0.343,-71.9,124,-3.4
0.343,-48.9,109,0.2
0.343,7.4,80,2.5
0.343,-19.8,97,-2.5
0.343,-27.4,136,-3.5
0.343,24,58,3.6
0.343,-20.2,135,-5.3
0.343,-7.7,91,-1.7
0.343,-13.8,97,-0.2
0.343,-47.2,85,2.2
0.343,27.3,109,11.6
0.343,-159.5,156,-3.4
0.343,-100.2,100,-2.9
0.343,184.4,94,2.3
0.343,26.4,93,2.1
0.343,-15.2,98,0.5
0.343,-162.2,192,-1.5
0.343,-54.8,78,-4.4
0.343,-71.8,134,-1.5
0.343,-133.5,130,-6.1
0.343,-89,103,-6.7
0.343,3.2,97,12.5
0.343,46.2,115,-4.9
0.343,-107.1,116,6.7
0.343,23.4,97,-7.5
0.343,55.4,134,-3.8
0.343,-56.1,124,0.3
0.343,-18.6,121,-1.4
0.343,-103.5,140,-2.4
0.343,-28,115,10.6
0.342,33.7,112,1.2
0.342,-118.7,123,-6.8
0.342,73.6,139,-7
0.342,-22,120,-0.1
0.342,-50.4,165,3.1
0.342,-52.9,121,-1.5
0.342,58.1,102,-2
0.342,-49.1,152,-2.9
0.342,6.5,64,5.8
0.342,-4.2,130,-0.9
0.342,-25.4,108,0
0.342,80.3,129,-5.9
0.342,-68,90,0.4
0.342,-66.8,142,-4.3
0.342,2.9,142,-2.4
0.342,69.9,98,4.8
0.342,-28.1,131,-4.7
0.342,-37.8,86,-4.8
0.342,-44.8,137,-2.3
0.342,222.1,140,-9.1
0.342,-7.9,118,-7.5
0.342,-1.2,83,2.3
0.342,-7.3,130,-1.1
0.342,-9.4,63,5
0.342,-24.7,93,2.1
0.342,11,97,1.2
0.342,38,111,-1.9
0.342,-14,115,-3.2
0.342,-88.2,154,-0.4
0.342,-16.1,108,-2.3
0.342,-11.5,102,-4.5
0.342,-88.1,85,-4
0.341,4.6,126,-3.9
0.341,-80,171,-3.8
0.341,-36.4,79,-0.2
0.341,52.8,125,-3.6
0.341,-17.6,133,-7.6
0.341,-26.1,89,13.2
0.341,-43.8,125,-1.1
0.341,-20.8,94,-3.2
0.341,-121.9,125,-4.1
0.341,94.5,110,2.4
0.341,-4.1,134,4.1
0.341,-76,123,1.2
0.341,-20.5,125,-0.9
0.341,-99.9,86,-6.9
0.341,-59,115,-1.6
0.341,-57.9,165,-4.8
0.341,-12,80,-3.8
0.341,130.4,120,21.2
0.341,43.9,106,-2.3
0.341,-64.6,101,-2.4
0.341,-74.2,135,-2.6
0.341,-14.5,97,-2.5
0.341,42.1,86,-0.8
0.341,-77.8,133,-1.9
0.341,-49.9,99,-2.6
0.341,13.2,114,2.2
0.34,-44.9,100,-0.5
0.34,-78.7,76,-7.6
0.34,18.7,81,7.8
0.34,-122.8,98,-1.9
0.34,98.4,97,-7.9
0.34,-0.2,118,0.6
0.34,-91.7,129,-2.6
0.34,28.5,86,-8.8
0.34,-44.8,120,17.6
0.34,2.2,114,-2.9
0.34,-105.4,86,-7.2
0.34,-20.7,142,-3.4
0.34,-59.8,89,-3.7
0.34,-48.4,98,11.6
0.34,-19.7,95,2.8
0.34,-24.5,121,-1.5
0.34,-57.2,133,-1.9
0.34,-34.1,121,-1.8
0.34,-58.9,97,-5.4
0.34,53.8,126,-12.7
0.34,288.3,121,-3.3
0.34,-18.9,84,3.7
0.34,-38.8,140,4.5
0.34,-93.1,107,5.9
0.34,8.6,94,-6.3
0.34,60.5,50,-8
0.34,-36.8,124,-7.7
0.34,69.8,102,-1.5
0.339,-65.2,128,-3.1
0.339,19.4,80,3.6
0.339,-94.4,104,-11.1
0.339,-23.2,131,0.3
0.339,140.7,79,-12.9
0.339,25.5,148,-1.3
0.339,-34.2,114,5.5
0.339,-52.1,152,-4.2
0.339,11,92,0.1
0.339,11.2,103,0.4
0.339,109.1,121,-1.2
0.339,-107.1,90,4.2
0.339,-13.9,137,-6.5
0.339,-59.4,129,-0.8
0.339,34.5,60,-2.6
0.339,31.7,118,1.7
0.339,-33.1,116,-12
0.339,67.8,106,-1.9
0.339,45.6,90,7.4
0.339,-44.9,114,-1.2
0.339,-1.2,116,-0.2
0.339,-6.8,122,4.8
0.339,106.9,69,4.2
0.338,-64.1,113,-1.3
0.338,-13.9,94,-1.6
0.338,-30.2,96,-3
0.338,130.1,136,-4.6
0.338,64.6,109,12.6
0.338,-10.9,85,10.5
0.338,23.5,117,5.1
0.338,-107.7,138,-4.2
0.338,3.3,104,-1.7
0.338,-28.5,72,8.6
0.338,-103.5,105,-2.6
0.338,-49.6,111,-0.2
0.338,11.2,65,3.5
0.338,16.8,102,-1.5
0.338,-41.8,113,9.3
0.338,-35.4,127,-0.8
0.338,-62.6,94,12.1
0.338,-96.5,99,4.2
0.338,-84.9,138,-9.1
0.338,-60.3,102,-1.2
0.338,-23.9,80,2.8
0.338,-110.6,121,-1.4
0.338,-99.2,136,-4.1
0.338,-10.1,66,4.6
0.338,-11.4,107,-0.2
0.338,-13.1,121,-4.3
0.338,-7.1,125,0.9
0.338,8.3,99,-4.6
0.338,-3.8,98,0.5
0.338,-49.2,115,-2.6
0.338,-63.3,99,-2.6
0.338,-20.3,84,3.1
0.338,-80.6,96,-3.1
0.338,-17.5,56,-3.3
0.338,-38.2,71,-0.3
0.338,-5.9,115,-0.6
0.338,-33,125,-0.5
0.338,-46.4,135,-3.8
0.337,-5,88,0.1
0.337,-35.8,138,-15.8
0.337,-56,80,0.7
0.337,-14.6,129,-1.3
0.337,18.4,109,-0.6
0.337,74.5,100,-7.7
0.337,-27.3,115,-2.6
0.337,-10.8,112,0.2
0.337,21.5,69,4.1
0.337,-23.5,140,-1.1
0.337,72.3,99,-0.8
0.337,10.7,113,-11
0.337,45,74,-4
0.337,-40.8,107,-6.4
0.337,-50.8,133,-0.2
0.337,34.2,121,-7.3
0.337,1.8,79,-0.6
0.337,47.5,112,-4.6
0.337,120.2,85,4.6
0.337,-30.4,109,0.4
0.337,-19.9,113,-1.6
0.337,-36,83,-4.6
0.337,-22.4,128,3.7
0.337,-9.5,89,1.1
0.337,179,139,-6.2
0.337,-42,89,2.4
0.337,24.1,122,-3.7
0.336,-54.2,112,-3.4
0.336,-169.3,94,75
0.336,-8,110,13
0.336,51.8,90,3.3
0.336,9.9,90,3.3
0.336,10.6,130,-3.9
0.336,-9.8,109,1.7
0.336,-15.7,94,1.2
0.336,19.6,95,0
0.336,9.8,57,-0.4
0.336,-15.2,87,-1.4
0.336,-2.1,101,-1.1
0.336,-25.6,130,1
0.336,-37.1,108,-7
0.336,-10.4,61,-2.9
0.336,-48.6,120,30.2
0.336,-95.9,125,-1.7
0.336,12,101,-1.3
0.336,-33.8,111,-4.7
0.336,-32.3,68,1.2
0.336,0.7,87,-5.5
0.336,-41.9,97,3.2
0.336,-108.6,91,6
0.336,0.4,99,67.8
0.336,-60.6,78,-14.1
0.336,44.1,98,23.2
0.336,87,78,-0.9
0.336,-1.7,94,5.8
0.336,-16.4,62,1.7
0.336,-26.9,117,-3.1
0.336,14.8,89,-16.8
0.336,-25.6,89,-8
0.336,-34.1,108,-0.8
0.336,5.9,68,19.3
0.336,-117.6,121,-3.3
0.336,18,131,-6.2
0.336,34.4,115,-0.9
0.336,-40.8,119,-2
0.335,-48,68,3.3
0.335,124.8,68,-8.8
0.335,-110.2,118,-8.5
0.335,-4,61,-7.4
0.335,-73.7,118,-3.9
0.335,34.1,103,1.8
0.335,-103.5,127,-2.9
0.335,-13.1,114,0.9
0.335,-25.1,83,-0.7
0.335,-26.5,100,0.3
0.335,-69,135,-0.9
0.335,207.9,67,6.8
0.335,-56.1,102,2.3
0.335,-45.8,85,1.1
0.335,-16.2,72,-0.4
0.335,-10.9,134,-3.8
0.335,-39.2,147,-0.8
0.335,9.2,73,8.6
0.335,16,90,3.7
0.335,13.4,90,3
0.335,38.8,82,3.9
0.335,32.8,116,-1.1
0.335,-2.8,105,2.8
0.335,-3.6,117,-0.9
0.335,-142.2,107,-6.7
0.335,-12.9,82,1.8
0.335,168.2,57,16.2
0.335,-29,121,3.2
0.335,200.9,99,-19.6
0.335,-41.5,145,-0.2
0.335,-20,141,-4.6
0.335,-58.8,104,-3.2
0.335,-51.5,112,-3.1
0.335,-37.4,44,-0.6
0.335,-60.3,65,-22.6
0.334,-2.5,124,0.9
0.334,-87.9,112,-4.6
0.334,-54.9,129,-3
0.334,-7.2,96,-2.1
0.334,46.7,131,0
0.334,-43.4,114,2.6
0.334,-56.3,117,-5.5
0.334,-37,124,-5.9
0.334,-44.2,113,-6.9
0.334,29.4,118,0.3
0.334,9.6,104,-1.3
0.334,-35.4,116,2.7
0.334,36.3,75,0.4
0.334,-36.6,137,-1.7
0.334,-71.7,118,-2
0.334,-59.6,105,-6.5
0.334,6.5,107,-1.3
0.334,22,103,-7.8
0.334,-8.6,118,-5.5
0.334,-20.4,88,-1.6
0.334,-18.9,60,0.1
0.334,-18.6,109,3.7
0.334,-27.4,85,0.6
0.334,34.2,109,3.2
0.334,-122.8,133,-8.4
0.334,81.9,123,-3.5
0.334,62.7,104,2.3
0.334,13.1,134,1.2
0.334,-27.6,85,-8.7
0.334,-12.5,100,-3.8
0.334,-60.3,68,-4.4
0.334,-11.4,66,0.1
0.334,-35.4,75,15.1
0.334,30.7,84,0.4
0.334,49.3,87,-3.6
0.334,-29.7,83,3.2
0.334,8.2,92,-0.9
0.334,104.4,56,-3.3
0.334,10.2,102,2.3
0.334,-175.7,143,18
0.333,-14.3,62,13.5
0.333,-5.5,65,-0.6
0.333,34.6,93,-3.3
0.333,-26.9,113,-2.1
0.333,6.1,92,3.8
0.333,-18,68,-0.4
0.333,11.6,77,-0.3
0.333,-28.7,66,0.1
0.333,-1.4,134,1.7
0.333,-46,108,-1.5
0.333,-28.9,74,-3.3
0.333,116.9,78,-9.1
0.333,-102.7,83,36.6
0.333,-22.3,126,-5.5
0.333,70.4,102,-1.6
0.333,-32.1,102,-2.1
0.333,-8.2,118,-7
0.333,137.5,71,9.9
0.333,-39.5,90,-4.1
0.333,-13,105,-4.2
0.333,31.2,87,35.7
0.333,-69.7,145,-4.6
0.333,6.6,88,-4
0.333,-10.2,77,-1.4
0.333,33,115,-1.2
0.333,-55,129,-3.5
0.333,-64.4,117,-0.7
0.333,-28,60,3.9
0.333,-8.7,102,-1.8
0.333,-13.8,118,-1.4
0.333,-60.1,115,5.2
0.333,24.7,87,1.3
0.333,-86.9,95,3
0.333,63.7,123,-7.1
0.333,23.5,82,4.1
0.333,-21.5,103,-6.3
0.333,-44.1,104,-3.4
0.333,-65.1,139,0.5
0.333,-7.9,102,-2.1
0.333,31.5,90,-3.4
0.332,-13.4,120,-1.5
0.332,128.5,141,-10.2
0.332,-63.6,143,-7.1
0.332,67,98,-0.6
0.332,33.6,85,22.8
0.332,-0.4,71,1.6
0.332,-3.6,115,18.1
0.332,-86.5,104,-5.5
0.332,-31.9,113,0.1
0.332,-20.5,55,-1.5
0.332,2.6,124,-4.1
0.332,-36.8,96,1.1
0.332,-48.6,94,11.7
0.332,4.5,64,-2.8
0.332,-8.6,111,-4.9
0.332,-74.3,120,-4.5
0.332,-3.7,107,-6.6
0.332,20.3,96,0.3
0.332,15.8,104,-2.7
0.332,-14.7,118,-0.3
0.332,45.4,94,46.4
0.332,-48.2,103,-4.1
0.332,32.9,123,-4.8
0.332,-29.7,70,-3.7
0.332,-22.4,61,-2
0.332,-7.8,59,-5.2
0.332,-3.7,138,-1.8
0.332,-32.5,95,-0.2
0.332,-35.5,112,-2
0.332,-34.7,52,-9
0.332,-17.6,75,-1
0.332,-33.5,84,-4.5
0.332,-83,157,-1.4
0.332,145.3,116,-3.4
0.332,-2.1,73,-0.1
0.332,-29.5,128,0
0.332,-9.9,87,4.2
0.332,-41.4,109,8.2
0.332,-112.2,143,-4
0.332,-34.7,102,-0.2
0.331,-22.1,65,23.6
0.331,25.5,56,1.3
0.331,-18.4,133,-1
0.331,-39.3,115,1.5
0.331,77.1,104,2.1
0.331,-24.5,106,-3.6
0.331,3.5,111,-3.8
0.331,28.2,116,-1.9
0.331,-28,89,1.1
0.331,-75.1,122,-5
0.331,-35,81,-0.7
0.331,-52.1,86,-1.7
0.331,-20.1,102,-2.3
0.331,-38.8,111,-5.1
0.331,-12.1,80,0.4
0.331,-15.3,142,0.7
0.331,-18.4,119,1.3
0.331,-38.8,107,-9.5
0.331,-68.6,103,-3.7
0.331,-37.1,117,-1.9
0.331,-57.9,85,2.4
0.331,4.3,102,-5.3
0.331,-29.2,112,-4.8
0.331,83.1,78,17.1
0.331,-12.5,66,-5.3
0.331,33,68,-5.1
0.331,12.3,94,-5.8
0.331,-32.1,92,-0.5
0.331,-94,119,-5.8
0.331,-11.6,105,-2.3
0.331,-50.2,120,-1.3
0.331,-146.8,95,-1.7
0.331,83.5,96,-4.5
0.331,10.6,122,3.4
0.331,-21.7,89,-0.2
0.331,-14.1,99,2.1
0.331,-1.5,101,1.7
0.331,2.2,98,3
0.331,0,82,-1.7
0.331,7.1,87,1.4
0.331,-15.8,89,-10.6
0.33,9.7,70,-8.9
0.33,-33.3,112,-2.2
0.33,132.8,125,2.2
0.33,137.7,85,-7.3
0.33,-64.2,128,-7.8
0.33,-16.3,75,8.1
0.33,-95.7,121,-3.7
0.33,-56.4,64,-8.8
0.33,-24.7,107,-10.5
0.33,23,87,-5.2
0.33,-58.4,101,-1.6
0.33,-132.6,113,9.7
0.33,0.9,79,1.6
0.33,-96.7,98,1.4
0.33,306.6,94,-6
0.33,-177.2,126,5.1
0.33,-19.4,130,0.7
0.33,-12.9,121,-3.5
0.33,21.6,72,3.5
0.33,-126.2,95,-8.1
0.33,-133.3,107,-6.9
0.33,-3.5,89,-5.3
0.33,-53.5,139,-4.5
0.33,-20.9,86,0.1
0.33,-34.8,106,-4.4
0.33,-14,97,-8.4
0.33,-9.7,103,0.9
0.33,-30.4,119,1.9
0.33,0,103,4.5
0.33,-29.1,95,-3.1
0.33,-3.8,94,1.8
0.33,-25.5,126,-3.4
0.33,53.9,76,19.2
0.33,-7.9,132,1.5
0.33,34.6,87,2.1
0.33,1.7,79,-3.3
0.33,41.3,111,3.3
0.33,-40.7,82,5.3
0.33,60.2,109,-5.7
0.33,-9.5,73,-1.4
0.33,-12.6,110,-0.7
0.33,-90.5,97,16.3
0.33,62,91,45
0.33,-119.1,103,-8.7
0.33,26.4,130,-3.8
0.33,-2.9,111,-1
0.33,5.1,92,-0.4
0.329,25.2,67,-0.7
0.329,5.3,82,13.6
0.329,49.2,70,13.8
0.329,-24,76,-1.2
0.329,-1.2,97,0.5
0.329,-16,75,-1.8
0.329,82.4,72,-3.9
0.329,24.9,83,2.8
0.329,-6.6,105,1.9
0.329,-9.5,83,0.2
0.329,-28.9,105,-2.2
0.329,-26.5,134,0.4
0.329,53.7,124,4.9
0.329,0,105,-2.6
0.329,-60.4,112,-0.8
0.329,40.3,85,9.2
0.329,-20.8,146,-2
0.329,1.5,84,1.2
0.329,-10.1,80,-4.1
0.329,-7.6,93,2
0.329,-24,146,0.3
0.329,80.3,100,-5.7
0.329,-24.6,79,-0.6
0.329,-15.2,116,-4.3
0.329,2.1,77,-0.8
0.329,-26.5,88,-4.5
0.329,-1.3,107,-2.8
0.329,70.7,62,1
0.329,-4.7,120,-3
0.329,-2.8,45,12.9
0.329,7,75,8.1
0.329,54,96,2.5
0.329,-13.4,75,4
0.329,-16.5,85,7.1
0.329,-20.5,111,6.4
0.329,98.8,73,-7.7
0.329,-100.3,111,-4
0.329,-17.7,74,30.4
0.329,-50.8,140,0.1
0.329,-55.5,121,-3.3
0.329,66.5,81,5.9
0.329,7.6,133,-1.9
0.329,-6.5,82,4.7
0.329,-25.8,116,-1.2
0.329,21.8,116,1.4
0.329,-32.5,102,0.8
0.329,18,96,-1.2
0.328,-39.4,99,-0.5
0.328,27.4,61,2.6
0.328,54.6,102,-12.5
0.328,-24.1,76,-3.8
0.328,-26.8,60,-3.5
0.328,-14.5,95,-1.1
0.328,-26.9,110,-3.3
0.328,60.1,58,46.6
0.328,-31.3,137,-2.6
0.328,15.9,135,-2.2
0.328,-9.1,122,-2.2
0.328,36.9,125,2
0.328,-1.9,111,14.6
0.328,-32.6,105,-2.3
0.328,-24,106,-1.7
0.328,-2.5,136,-2
0.328,-28.2,116,-2.2
0.328,71.3,102,3.5
0.328,56.1,118,-3.9
0.328,-9.2,121,0.9
0.328,-56.8,103,-1.4
0.328,-10.8,109,0.7
0.328,-21.3,119,-1.8
0.328,-19.5,72,-2.1
0.328,22.5,92,0.2
0.328,-14.1,110,-1.7
0.328,35.2,102,-4.6
0.328,-178.1,108,-2.5
0.328,-40.5,111,-3.3
0.328,99.6,56,11
0.328,-12.4,89,-1.6
0.328,16.3,78,-1.3
0.328,-49.5,75,11
0.328,-26.9,108,0
0.328,28.4,98,-1.2
0.328,-16.5,120,2.6
0.328,-29.3,104,-0.5
0.328,-22.8,76,15.8
0.327,-37.5,97,-1.4
0.327,-7.2,64,-1.5
0.327,24.4,65,-2.2
0.327,-3.2,102,0
0.327,-45.8,83,-2.9
0.327,-21.2,68,-2.8
0.327,-20.6,106,0.2
0.327,-27.1,94,1.7
0.327,-72.7,131,-0.8
0.327,0.5,102,-2.4
0.327,-51,101,2.3
0.327,12.6,75,-2.2
0.327,2.2,75,-5.1
0.327,20.1,123,-3.5
0.327,-84.7,98,40.2
0.327,222,93,-1
0.327,20.6,131,1.9
0.327,88.9,111,-1.7
0.327,-41.9,128,-2.3
0.327,163.2,102,-6.1
0.327,46.4,89,0.9
0.327,8.3,102,14.8
0.327,-35.8,118,-3.7
0.327,-60.6,96,-2.9
0.327,-49.9,119,-2.7
0.327,-28.5,85,1.1
0.327,-26.8,106,-5.7
0.327,4.6,102,-2.3
0.327,-10.8,48,-1
0.327,45.5,67,-11.4
0.327,-14.1,100,7.6
0.327,-12,131,-4.2
0.327,-138.4,86,6.9
0.327,2.2,99,0
0.327,-20.3,105,-1.8
0.327,52.7,91,-3
0.327,26.4,89,2.4
0.327,-51.2,130,-4.6
0.327,-66.3,105,-1.1
0.327,-67.6,120,-2.7
0.327,2.6,84,2.9
0.327,-69.1,59,3.8
0.327,37.9,37,9.4
0.327,46.4,61,5.3
0.327,-31.4,115,-0.3
0.327,-18,67,-0.5
0.327,-7.7,138,0.6
0.327,161.8,63,-0.9
0.327,-34.6,126,-2.9
0.327,99.7,69,9.2
0.326,87.3,104,14.8
0.326,14.9,91,-4.6
0.326,9.8,123,-0.3
0.326,-50.2,115,-1.7
0.326,17.9,56,3.4
0.326,-55.2,141,-0.4
0.326,-7.8,105,-1.3
0.326,42.4,103,-1.9
0.326,-13,90,0
0.326,48.7,72,-3.5
0.326,-18.2,90,0.1
0.326,-14.7,65,-0.4
0.326,17.6,82,-7.7
0.326,-63.1,82,-1.5
0.326,33.6,92,9.7
0.326,28.4,61,6.9
0.326,-89.1,134,-3.6
0.326,-5,80,-1.5
0.326,23.4,60,-6.3
0.326,-144.2,140,-3
0.326,-53.3,104,14.2
0.326,-25.2,82,19.2
0.326,-33.2,82,-1.2
0.326,-103.3,84,-0.3
0.326,-22.4,92,-1.5
0.326,-111.5,70,-6.2
0.326,-32.6,93,2.7
0.326,59.2,88,24
0.326,-67.9,82,-3.3
0.326,24.5,89,-13.6
0.326,-56.6,107,-1.2
0.326,-20.2,102,-4.2
0.326,-16.6,81,-6.2
0.326,33.5,83,-2.4
0.326,-23,86,1.1
0.326,-31.4,110,-1.2
0.326,-18.8,109,1
0.326,-18.1,80,0.3
0.326,150.6,107,27.3
0.326,-59,111,-2.8
0.326,-18.5,85,1.4
0.326,19.4,97,-3.9
0.326,-27,93,1.1
0.326,-84.6,160,-1.4
0.326,29.1,88,-0.5
0.326,59.1,85,-7.6
0.326,-50.7,145,-3.4
0.326,12.1,97,10.4
0.326,8.5,120,0.9
0.326,7,120,-2.1
0.326,-59.8,103,0.1
0.326,82.3,117,-6.9
0.326,-15.6,83,-3.6
0.326,-3.8,78,-3.8
0.326,-22,50,5.2
0.326,74.6,116,-3.4
0.326,-34.8,107,-2.3
0.325,30,123,2.2
0.325,5.8,120,-6.9
0.325,42.7,74,-16.7
0.325,-131.7,103,-8.5
0.325,-12.1,123,3.9
0.325,-33.7,114,-0.3
0.325,-29.7,119,-1.5
0.325,41.9,101,5.2
0.325,70.2,74,-5.5
0.325,-9.6,78,-2.1
0.325,178.7,56,-11.1
0.325,-15.8,113,4.5
0.325,-12.1,61,6.9
0.325,-31.4,95,1.2
0.325,-53.2,114,-2
0.325,-89.2,120,-2
0.325,-13.2,78,-0.5
0.325,14.4,92,-2.8
0.325,19.1,70,-2.8
0.325,68.7,92,-1.3
0.325,20.8,91,-5.9
0.325,15.6,96,-3.6
0.325,5.7,104,-2.8
0.325,29.7,85,-1.9
0.325,-7.1,68,-1.2
0.325,4.4,91,0.8
0.325,96.3,77,9.4
0.325,91.8,97,-2.5
0.325,81.8,86,-4.9
0.325,135.9,125,-8.9
0.325,-25.8,100,-3.8
0.325,-32.7,68,-3.5
0.325,-8.1,71,1.3
0.325,-120.8,62,3.5
0.324,-14.3,117,-2.3
0.324,24.2,67,-2.1
0.324,-101,82,-5.3
0.324,-6.9,104,1.5
0.324,15.8,107,3
0.324,-21,62,0.4
